zvit_date,registration_area,registration_region,registration_settlement,registration_settlement_lng,registration_settlement_lat,total_susp,total_confirm,total_death,total_recover
2020-05-12,Івано-Франківська,Хриплин,Хриплин,24.7431982,48.8795428,4,2,0,0
2020-05-12,Івано-Франківська,Яблуниця,Яблуниця,24.4702592,48.3053757,3,3,0,0
2020-05-12,Івано-Франківська,Яремче,Яремче,24.5819174,48.481557,49,18,0,3
2020-05-12,Київська,Баришівський район,Баришівка,31.3188908,50.350705,3,1,0,0
2020-05-12,Київська,Баришівський район,Дернівка,31.3671165,50.3634486,1,1,0,1
2020-05-12,Київська,Баришівський район,Лехнівка,31.5442884,50.3832242,6,5,0,0
2020-05-12,Київська,Баришівський район,Морозівка,31.2016423,50.3485166,1,0,0,0
2020-05-12,Київська,Баришівський район,Недра,31.505821,50.3604388,1,1,0,1
2020-05-12,Київська,Баришівський район,Перемога,31.2514838,50.493899,1,0,0,0
2020-05-12,Київська,Баришівський район,Садове,31.5442668,50.343125,1,0,0,0
2020-05-12,Київська,Березань,Березань,31.46433,50.3070969,5,1,0,1
2020-05-12,Київська,Біла Церква,Біла Церква,30.118464,49.8037015,57,23,1,3
2020-05-12,Київська,Біла Церква,Біла Церква,30.1310853,49.7967977,3,0,0,0
2020-05-12,Київська,Білоцерківський район,Іванівка,30.3959657,49.8697568,1,0,0,0
2020-05-12,Київська,Білоцерківський район,Макіївка,30.423832,49.974542,1,0,0,0
2020-05-12,Київська,Білоцерківський район,Мала Вільшанка,30.0765303,49.697318,2,1,0,0
2020-05-12,Київська,Білоцерківський район,Розаліївка,30.5374424,49.8907888,1,0,0,0
2020-05-12,Київська,Білоцерківський район,Сухоліси,30.3654542,49.7364322,1,0,0,0
2020-05-12,Київська,Білоцерківський район,Томилівка,30.2588654,49.7460864,1,0,0,0
2020-05-12,Київська,Білоцерківський район,Узин,30.4053369,49.8247883,7,4,0,1
2020-05-12,Київська,Білоцерківський район,Уточнюється,30.124452,49.808971,1,0,0,0
2020-05-12,Київська,Білоцерківський район,Фурси,29.9995889,49.8034294,3,2,0,1
2020-05-12,Київська,Богуславський район,Богуслав,30.8772055,49.5405738,19,2,0,0
2020-05-12,Київська,Богуславський район,Вільховець,31.00912,49.5493453,1,0,0,0
2020-05-12,Київська,Богуславський район,Дибинці,30.7739819,49.5232198,7,1,0,0
2020-05-12,Київська,Богуславський район,Дібрівка,30.7712204,49.4468529,1,0,0,0
2020-05-12,Київська,Богуславський район,Івки,30.8719473,49.5182354,3,2,0,0
2020-05-12,Київська,Богуславський район,Медвин,30.7741751,49.3913204,3,0,0,0
2020-05-12,Київська,Богуславський район,Мисайлівка,30.8118922,49.5626411,1,0,0,0
2020-05-12,Київська,Богуславський район,Розкопанці,30.8325578,49.5396892,2,0,0,0
2020-05-12,Київська,Богуславський район,Синиця,30.7183041,49.5732811,1,0,0,0
2020-05-12,Київська,Богуславський район,Щербашинці,30.8936713,49.3784941,11,3,0,0
2020-05-12,Київська,Бориспіль,Бориспіль,30.8939274,50.338222,140,40,0,3
2020-05-12,Київська,Бориспільський район,Велика Олександрівка,30.8785563,50.392643,2,0,0,0
2020-05-12,Київська,Бориспільський район,Вишеньки,30.7208018,50.2992434,11,3,0,1
2020-05-12,Київська,Бориспільський район,Вороньків,30.8964508,50.2221559,1,0,0,0
2020-05-12,Київська,Бориспільський район,Вороньків,30.903976,50.2227764,3,2,0,0
2020-05-12,Київська,Бориспільський район,Глибоке,30.9437328,50.2594563,8,5,0,0
2020-05-12,Київська,Бориспільський район,Гнідин,30.7109253,50.3277397,11,2,0,2
2020-05-12,Київська,Бориспільський район,Головурів,30.9819288,50.1855692,4,1,0,0
2020-05-12,Київська,Бориспільський район,Гора,30.8602763,50.3694896,13,5,0,0
2020-05-12,Київська,Бориспільський район,Горобіївка,31.0234328,50.4199185,1,0,0,0
2020-05-12,Київська,Бориспільський район,Городище,30.9963506,50.2681445,1,1,0,0
2020-05-12,Київська,Бориспільський район,Дударків,30.9451739,50.4472792,5,3,0,0
2020-05-12,Київська,Бориспільський район,Кийлів,30.8865225,50.1497243,1,1,0,0
2020-05-12,Київська,Бориспільський район,Лебедин,31.1433928,50.365829,2,0,0,0
2020-05-12,Київська,Бориспільський район,Любарці,31.1661213,50.2591715,1,0,0,0
2020-05-12,Київська,Бориспільський район,Мирне,31.1729983,50.1801694,3,0,0,0
2020-05-12,Київська,Бориспільський район,Перегуди,31.0360376,50.4504894,1,0,0,0
2020-05-12,Київська,Бориспільський район,Петропавлівське,30.8268771,50.3237149,3,1,0,0
2020-05-12,Київська,Бориспільський район,Проліски,30.7831676,50.3935133,12,6,0,0
2020-05-12,Київська,Бориспільський район,Проців,30.8128059,50.2410265,2,0,0,0
2020-05-12,Київська,Бориспільський район,Ревне,30.8295715,50.2873289,1,0,0,0
2020-05-12,Київська,Бориспільський район,Рогозів,31.0567299,50.2346207,2,0,0,0
2020-05-12,Київська,Бориспільський район,Сошників,31.1323687,50.1068656,1,0,0,0
2020-05-12,Київська,Бориспільський район,Старе,31.08661,50.1460529,4,0,0,0
2020-05-12,Київська,Бориспільський район,Чубинське,30.8486288,50.384314,1,0,0,0
2020-05-12,Київська,Бориспільський район,Щасливе,30.7990308,50.3760418,10,2,0,0
2020-05-12,Київська,Бориспільський район,Гнідин,30.710675,50.327389,1,0,0,0
2020-05-12,Київська,Бориспільський район,Уточнюється,30.948673,50.352994,1,1,0,0
2020-05-12,Київська, Бородянський район,Козин,30.664781,50.196669,1,0,0,0
2020-05-12,Київська,Бородянський район,Бабинці,30.0218039,50.6398257,3,1,0,0
2020-05-12,Київська,Бородянський район,Блиставиця,30.1760854,50.5959676,1,0,0,0
2020-05-12,Київська,Бородянський район,Бородянка,29.8505234,50.6458461,20,3,0,0
2020-05-12,Київська,Бородянський район,Загальці,29.807794,50.6660389,7,1,0,0
2020-05-12,Київська,Бородянський район,Здвижівка,30.0700365,50.6703099,2,2,0,0
2020-05-12,Київська,Бородянський район,Качали,29.8409485,50.6922987,1,0,0,0
2020-05-12,Київська,Бородянський район,Клавдієво-Тарасове,30.0105737,50.5803842,10,1,0,0
2020-05-12,Київська,Бородянський район,Козинці,30.0533817,50.5170513,1,0,0,0
2020-05-12,Київська,Бородянський район,Луб'янка,30.1701145,50.6489717,2,0,0,0
2020-05-12,Київська,Бородянський район,Майданівка,29.7183954,50.6228646,1,0,0,0
2020-05-12,Київська,Бородянський район,Мигалки,29.5535402,50.6759527,1,0,0,0
2020-05-12,Київська,Бородянський район,Микуличі,30.0720075,50.5743376,2,0,0,0
2020-05-12,Київська,Бородянський район,Немішаєве,30.0889888,50.5638206,3,2,0,0
2020-05-12,Київська,Бородянський район,Озерщина,29.7700097,50.5814093,1,0,0,0
2020-05-12,Київська,Бородянський район,Пилиповичі,29.9539414,50.6092135,2,0,0,0
2020-05-12,Київська,Бородянський район,Пісківка,29.5987334,50.6960614,5,0,0,0
2020-05-12,Київська,Бровари,Бровари,30.7373077,50.4903256,176,33,1,6
2020-05-12,Київська,Броварський район,Бобрик,31.0789254,50.6540479,2,2,0,0
2020-05-12,Київська,Броварський район,Богданівка,30.913595,50.624959,1,0,0,0
2020-05-12,Київська,Броварський район,Богданівка,30.9164298,50.6273766,2,0,0,0
2020-05-12,Київська,Броварський район,Велика Димерка,30.9108214,50.5860677,33,13,0,0
2020-05-12,Київська,Броварський район,Гоголів,31.0160571,50.509297,3,1,0,0
2020-05-12,Київська,Броварський район,Заворичі,31.1337602,50.706734,2,2,0,0
